name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening,newly_added,precautions,any_precautions,earliest,days,reviews_per_day
Amata,https://www.opentable.com/amata,1,False,2,795,4.9,4.7,4.8,4.6,4.5,Moderate,92.0,Midtown East,"Italian, Modern Tuscan, Contemporary Italian",Casual Elegant,Business Casual,,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Private Room, Takeout, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,10/23/2007,5024.0,0.15824044585987262
The Palm West Side,https://www.opentable.com/r/the-palm-west-side-new-york,1,False,1,6190,4.6,4.6,4.6,4.5,4.1,Moderate,90.0,Theater District / Times Square,"Steakhouse, Seafood, Italian",Fine Dining,Business Casual,James Holets,"Banquet, Bar Dining, Bar/Lounge, Beer, BYO Wine, Corkage Fee, Full Bar, Happy Hour, Private Room, Wheelchair Access, Wine",Steakhouse,1,1,0,1,False,3,True,8/24/2007,5084.0,1.2175452399685287
Rosie O'Grady's,https://www.opentable.com/rosie-ogradys,1,False,2,1909,4.3,4.2,4.4,4.4,4.0,Quiet,100.0,Midtown West,"American, Steak",Casual Elegant,Smart Casual,,"Banquet, Bar Dining, Bar/Lounge, Fireplace, Full Bar, Gluten-free Menu, Non-Smoking, Private Room, Wheelchair Access",American,0,0,0,0,False,0,False,1/23/2008,4932.0,0.3870640713706407
Almond,https://www.opentable.com/r/almond-new-york,1,False,2,2605,4.7,4.6,4.6,4.7,4.4,Moderate,100.0,Gramercy / Flatiron,"Farm-to-table, American, Market Cuisine",Casual Elegant,Casual Dress,Jason Weiner,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",Farm-to-table,1,1,1,1,False,4,True,12/14/2007,4972.0,0.5239340305711987
Copinette,https://www.opentable.com/r/copinette-new-york,1,False,1,596,4.5,4.4,4.4,4.4,4.2,Moderate,90.0,Midtown East,"American, Seafood, Modern European",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,5/21/2018,1161.0,0.5133505598621878
Chef's Table at Brooklyn Fare,https://www.opentable.com/r/chefs-table-at-brooklyn-fare-new-york,1,False,3,45,4.9,4.9,4.9,4.9,4.5,Quiet,100.0,Midtown West,French / Japanese,Fine Dining,Jacket Required,Cesar Ramirez,"Chef's Table, Corkage Fee, Counter Seating, Gender Neutral Restroom, Non-Smoking, Wheelchair Access, Wine",French / Japanese,1,1,1,1,False,4,True,4/7/2018,1205.0,0.03734439834024896
Shoga Sushi,https://www.opentable.com/r/shoga-sushi-new-york,1,False,1,9,4.4,4.6,4.6,4.0,4.4,Quiet,83.0,Upper East Side,Sushi,Casual Dining,Casual Dress,,"Bar Dining, Bar/Lounge, Beer, Cocktails, Non-Smoking, Wine",Sushi,0,0,0,0,False,0,False,10/17/2018,1012.0,0.008893280632411068
The Theater Buffet,https://www.opentable.com/r/the-theater-buffet-new-york,1,False,1,51,3.9,3.8,4.0,4.2,3.9,Moderate,80.0,Theater District / Times Square,"International, American, CafÃ©",Casual Dining,Casual Dress,Randy Chalas,"Banquet, Cafe, Gluten-free Menu, High Tea, Non-Smoking, Wheelchair Access",International,1,0,0,1,False,2,True,5/5/2018,1177.0,0.04333050127442651
Samwon Garden,https://www.opentable.com/r/samwon-garden-new-york,1,False,2,182,4.6,4.6,4.5,4.5,4.2,Moderate,83.0,NoMad,"Korean, Barbecue",Casual Dining,Casual Dress,Jefferson Cho,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Late Night, Non-Smoking, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Korean,0,0,0,0,False,0,False,4/11/2018,1201.0,0.15154038301415487
P.J. Clarke's-Lincoln Square,https://www.opentable.com/r/pj-clarkes-lincoln-square-new-york,1,False,1,905,4.3,4.1,4.2,4.1,3.8,Moderate,87.0,Lincoln Square,"American, Burgers, Oyster Bar",Casual Dining,Business Casual,,"Banquet, Bar Dining, Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, Late Night, Non-Smoking, Private Room, Weekend Brunch, Wheelchair Access, Wine",American,0,0,0,0,False,0,False,3/20/2018,1223.0,0.7399836467702371
Patsy's Pizzeria - 69th St,https://www.opentable.com/r/patsys-pizzeria-69th-st-new-york,1,False,1,26,4.4,4.4,4.2,4.3,4.1,Moderate,80.0,Upper East Side,"Pizzeria, Italian",Casual Dining,Casual Dress,,"Bar Dining, Bar/Lounge, Beer, Cocktails, Full Bar, Happy Hour, Late Night, Non-Smoking, Takeout, Wheelchair Access, Wine",Pizzeria,0,0,0,0,False,0,False,4/1/2018,1211.0,0.021469859620148638
Ophelia,https://www.opentable.com/r/ophelia-new-york,1,False,1,430,4.4,4.2,4.1,4.5,3.9,Moderate,87.0,Midtown East,American,Casual Elegant,Business Casual,Stephen Putnam,"Banquet, Bar/Lounge, Beer, Cocktails, Full Bar, Late Night, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, View, Wheelchair Access, Wine",American,0,0,0,0,False,0,False,2/16/2018,1255.0,0.3426294820717131
Risotteria Melotti,https://www.opentable.com/r/risotteria-melotti-new-york,1,False,2,318,4.8,4.8,4.8,4.7,4.7,Moderate,96.0,East Village,"Italian, Vegetarian / Vegan",Casual Dining,Casual Dress,,"Beer, Corkage Fee, Delivery, Gluten-free Menu, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,2/17/2018,1254.0,0.2535885167464115
Aahar Indian Cuisine,https://www.opentable.com/r/aahar-indian-cuisine-new-york,1,False,1,7,4.3,4.2,4.4,3.8,4.3,Quiet,100.0,TriBeCa - Downtown,Indian,Casual Dining,Casual Dress,,"Beer, Delivery, Gender Neutral Restroom, Gluten-free Menu, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Takeout, Wheelchair Access, Wine",Indian,1,1,1,1,False,4,True,2/18/2018,1253.0,0.00558659217877095
Nusr-Et Steakhouse New York,https://www.opentable.com/r/nusr-et-steakhouse-new-york,1,False,3,1926,4.7,4.7,4.7,4.7,4.2,Moderate,94.0,Midtown West,"Steakhouse, Steak",Casual Elegant,Smart Casual,Nusret Gokce,"Bar/Lounge, Beer, Chef's Table, Cocktails, Entertainment, Outdoor dining, Patio/Outdoor Dining, Wheelchair Access, Wine",Steakhouse,1,1,1,1,False,4,True,1/30/2018,1272.0,1.5141509433962264
Codino,https://www.opentable.com/r/codino-new-york,1,False,1,13,4.0,4.1,3.8,4.0,3.9,Moderate,100.0,West Village,"Wine Bar, Italian",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Full Bar, Late Night, Non-Smoking, Takeout, Wheelchair Access, Wine",Wine Bar,1,1,1,1,False,4,True,1/24/2021,182.0,0.07142857142857142
Zoe Restaurant and Bar Lounge,https://www.opentable.com/r/zoe-restaurant-and-bar-lounge-new-york,1,False,1,0,,,,,,,,Washington Heights,"Latin American, Italian, Caribbean",Casual Dining,Business Casual,,,Latin American,0,0,0,0,False,0,False,,,0.0
Curry House,https://www.opentable.com/r/curry-house-new-york,1,False,1,1,4.8,4.6,4.8,4.6,4.8,Moderate,100.0,Lower East Side,Indian,Casual Dining,Casual Dress,Firoz Alam,,Indian,0,0,0,0,False,0,False,4/5/2019,842.0,0.0011876484560570072
Terra Wine Bar,https://www.opentable.com/r/terra-wine-bar-new-york,1,False,1,15,4.6,4.5,4.2,4.6,4.4,Moderate,83.0,TriBeCa - Downtown,Wine Bar,Casual Dining,Business Casual,Roberto Passon,,Wine Bar,0,0,0,0,False,0,False,2/26/2021,149.0,0.10067114093959731
LENA,https://www.opentable.com/r/lena-new-york,1,False,1,107,4.5,4.5,4.4,4.4,4.3,Moderate,100.0,Lower East Side,"French, Wine Bar, Basque",Casual Elegant,Smart Casual,pierre,"Beer, Cocktails, Counter Seating, Delivery, Happy Hour, Non-Smoking, Weekend Brunch, Wine",French,1,1,1,1,False,4,True,1/13/2018,1289.0,0.08301008533747091
Mimmo Cucina Italiana,https://www.opentable.com/r/mimmo-cucina-italiana-new-york,1,False,2,58,4.0,4.1,3.9,3.9,3.9,Moderate,84.0,Upper East Side,"Italian, American",Casual Dining,Casual Dress,Chef Mimmo,"Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Delivery, Fireplace, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Italian,1,0,0,0,False,1,True,2/10/2018,1261.0,0.045995241871530534
The Ainsworth- East Village,https://www.opentable.com/r/the-ainsworth-east-village-new-york,1,False,1,67,4.4,4.2,4.1,4.2,4.1,Moderate,100.0,East Village,"American, Bar / Lounge / Bottle Service, Burgers",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Entertainment, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,0,0,0,0,False,0,False,2/17/2018,1254.0,0.05342902711323764
Doylers 37 NYC,https://www.opentable.com/r/doylers-37-new-york,1,False,1,17,4.1,3.9,4.0,3.8,3.9,Quiet,81.0,Theater District / Times Square,"Irish, Gastro Pub",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Beer Garden, Chef's Table, Cocktails, Counter Seating, Full Bar, Gender Neutral Restroom, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Irish,0,0,0,0,False,0,False,12/31/2017,1302.0,0.013056835637480798
The Stinger Cocktail Bar and Kitchen,https://www.opentable.com/r/the-stinger-cocktail-bar-and-kitchen-new-york,1,False,2,21,3.8,3.8,3.7,3.8,3.4,Moderate,56.0,Theater District / Times Square,"American, Lounge, Tapas / Small Plates",Casual Dining,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Fireplace, Full Bar, Late Night, Non-Smoking, Wheelchair Access, Wine",American,0,0,0,0,False,0,False,1/13/2018,1289.0,0.016291698991466253
Kiwi Cuba,https://www.opentable.com/r/kiwi-cuba-new-york,1,False,1,6,4.7,4.2,4.7,4.4,4.4,Quiet,100.0,South Street Seaport,"American, Cuban, New Zealand",Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Dancing, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",American,0,0,0,0,False,0,False,12/10/2017,1323.0,0.0045351473922902496
SoHo Park - Hell's Kitchen,https://www.opentable.com/r/soho-park-hells-kitchen-new-york,1,False,1,1033,4.2,4.2,4.1,4.2,4.1,Quiet,91.0,Hell's Kitchen,"American, Breakfast, Burgers",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Beer Garden, Cafe, Cocktails, Counter Seating, Delivery, Full Bar, Happy Hour, Late Night, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,0,0,0,0,False,0,False,12/6/2017,1327.0,0.7784476262245666
MIFUNE New York,https://www.opentable.com/r/mifune-new-york,1,False,2,385,4.9,4.8,4.9,4.7,4.7,Moderate,94.0,Midtown East,"French / Japanese, Creative Japanese, Japanese Speciality",Casual Elegant,Smart Casual,"Chef Yuu Shimano, Chef Tomohiro Urata","Beer, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Delivery, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",French / Japanese,1,1,1,1,False,4,True,12/2/2017,1331.0,0.2892561983471074
Shochu and Tapas AYA,https://www.opentable.com/r/shochu-and-tapas-aya-new-york,1,False,2,14,4.3,4.2,4.2,4.0,4.1,Moderate,67.0,Midtown East,"Tapas / Small Plates, Japanese, Italian",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Full Bar, Happy Hour, Wine",Tapas / Small Plates,0,0,0,0,False,0,False,1/19/2018,1283.0,0.010911925175370226
Mezzanine,https://www.opentable.com/r/mezzanine-new-york,1,False,2,7,4.1,4.2,4.0,4.2,3.3,Quiet,89.0,SoHo,"Contemporary American, Contemporary French / American",Fine Dining,Jacket Preferred,,"Beer, Cocktails, Full Bar, Happy Hour, Non-Smoking, Private Room, Wheelchair Access, Wine",Contemporary American,0,0,0,0,False,0,False,1/18/2019,919.0,0.007616974972796518
Yves,https://www.opentable.com/r/yves-new-york,1,False,2,125,4.5,4.4,4.4,4.5,4.2,Moderate,94.0,TriBeCa - Downtown,French,Casual Elegant,Casual Dress,Colleen Dalton,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1,False,4,True,11/15/2017,1348.0,0.09272997032640949
Aria - West Village,https://www.opentable.com/r/aria-west-village-new-york,1,False,1,22,4.6,4.5,4.5,4.5,4.5,Moderate,100.0,West Village,Unspecified,Casual Dining,Business Casual,Roberto Passon,,Unspecified,0,0,0,0,False,0,False,1/16/2021,190.0,0.11578947368421053
The Loyal,https://www.opentable.com/r/tbd-289-bleeker-new-york,1,False,2,563,4.8,4.8,4.7,4.7,4.5,Moderate,100.0,West Village,American,Casual Elegant,Casual Dress,Johnâ âFraser ,"Bar/Lounge, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access",American,1,1,1,1,False,4,True,10/5/2017,1389.0,0.40532757379409645
SoHo Park - Downtown,https://www.opentable.com/r/soho-park-new-york,1,False,1,337,4.7,4.7,4.6,4.7,4.7,Quiet,97.0,SoHo,"American, Burgers, Beer Garden",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Beer Garden, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,0,0,0,0,False,0,False,7/9/2019,747.0,0.45113788487282463
Montebello Ristorante Italiano,https://www.opentable.com/r/montebello-ristorante-italiano-new-york,1,True,2,705,4.8,4.7,4.9,4.5,4.4,Moderate,100.0,Midtown East,Italian,Fine Dining,Smart Casual,,"Banquet, Bar Dining, Full Bar, Non-Smoking, Private Room, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,12/31/2007,4955.0,0.14228052472250252
Essex,https://www.opentable.com/r/essex-new-york,1,False,2,2790,4.3,4.1,4.3,4.3,4.1,Moderate,79.0,Lower East Side,"Fusion / Eclectic, Latin American, Contemporary American",Casual Dining,Casual Dress,John Lewis,"Banquet, Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Fusion / Eclectic,1,1,1,1,False,4,True,10/6/2007,5041.0,0.5534616147589764
Bobby Van's Steakhouse - 54th Street,https://www.opentable.com/r/bobby-vans-steakhouse-54th-street-new-york,1,True,2,1082,4.7,4.7,4.7,4.5,4.3,Moderate,93.0,Midtown East,"Steakhouse, American, Seafood",Casual Elegant,Business Casual,Noe Garcia,"Bar/Lounge, Beer, Cocktails, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wine",Steakhouse,1,1,1,1,False,4,True,10/18/2007,5029.0,0.21515211771724002
Ben and Jack's Steakhouse 44th Street,https://www.opentable.com/ben-and-jacks-steakhouse-44th-street,1,False,3,1100,4.6,4.7,4.7,4.4,4.4,Moderate,100.0,Midtown East,"Steakhouse, Seafood, American",Fine Dining,Business Casual,,"Banquet, Bar Dining, Beer, Cocktails, Corkage Fee, Full Bar, Kosher, Non-Smoking, Outdoor dining, Private Room, Wheelchair Access, Wine",Steakhouse,0,0,0,0,False,0,False,12/30/2007,4956.0,0.22195318805488298
Papatzul,https://www.opentable.com/papatzul,1,False,2,295,4.3,4.5,3.7,4.1,4.2,Moderate,100.0,SoHo,"Mexican / Southwestern, Traditional Mexican, Regional Mexican",Casual Elegant,Smart Casual,Thierry Amezcua,"Bar Dining, Bar/Lounge, Delivery, Full Bar, Happy Hour, Late Night, Takeout, Weekend Brunch",Mexican / Southwestern,0,0,0,0,False,0,False,6/9/2007,5160.0,0.05717054263565891
Osteria Laguna,https://www.opentable.com/osteria-laguna,1,False,2,1545,4.7,4.6,4.7,4.5,4.3,Moderate,95.0,Midtown East,Italian,Fine Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Non-Smoking, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,12/12/2007,4974.0,0.3106151990349819
Giorgio's of Gramercy,https://www.opentable.com/giorgios-of-gramercy,1,False,2,2521,4.7,4.7,4.6,4.5,4.4,Moderate,97.0,Gramercy / Flatiron,Contemporary American,Casual Elegant,Business Casual,Sam Abdel,"Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Takeout, Wine",Contemporary American,0,0,0,0,False,0,False,10/11/2007,5036.0,0.5005957108816521
Benjamin Steakhouse,https://www.opentable.com/benjamin-steakhouse,1,False,3,3619,4.8,4.8,4.8,4.6,4.3,Moderate,100.0,Midtown East,"Steakhouse, American, Seafood",Fine Dining,Smart Casual,Arturo McLeod,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Fireplace, Full Bar, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,1,1,False,4,True,5/19/2007,5181.0,0.6985138004246284
Bobby Van's Steakhouse - Broad Street,https://www.opentable.com/r/bobby-vans-steakhouse-broad-street-new-york,1,True,2,1096,4.6,4.5,4.6,4.4,4.1,Moderate,91.0,Financial District,"Steakhouse, American, Seafood",Casual Elegant,Business Casual,,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wine",Steakhouse,1,1,1,1,False,4,True,2/16/2008,4908.0,0.22330888345558272
Russian Tea Room - NYC,https://www.opentable.com/r/russian-tea-room-nyc-new-york,1,False,3,3430,4.5,4.4,4.5,4.7,4.1,Quiet,85.0,Midtown West,"Continental, Russian, Contemporary American",Fine Dining,Business Casual,Marc Taxiera,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, High Tea, Non-Smoking, Private Room, Weekend Brunch, Wheelchair Access, Wine",Continental,1,1,1,1,False,4,True,7/27/2007,5112.0,0.6709702660406885
Pera Mediterranean Brasserie,https://www.opentable.com/r/pera-mediterranean-brasserie-new-york,1,False,2,1971,4.6,4.7,4.5,4.6,4.3,Moderate,94.0,Midtown East,"Mediterranean, Turkish, Greek",Casual Elegant,Smart Casual,Sezai Celikbas,"Banquet, Bar/Lounge, Beer, BYO Wine, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Happy Hour, High Tea, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mediterranean,1,1,1,1,False,4,True,2/20/2008,4904.0,0.4019168026101142
B. Cafe,https://www.opentable.com/b-cafe,1,False,1,1151,4.1,4.2,3.8,4.0,3.9,Moderate,87.0,Upper East Side,"Belgian, European",Casual Dining,Smart Casual,John Rees/chef co owner,"Bar Dining, Beer, Cafe, Full Bar, Weekend Brunch",Belgian,0,0,0,0,False,0,False,10/6/2007,5041.0,0.22832771275540567
"Gyu-Kaku - New York, NY | Midtown",https://www.opentable.com/r/gyu-kaku-midtown-new-york,1,False,1,2417,4.6,4.6,4.4,4.3,4.4,Moderate,95.0,Midtown East,"Japanese, Barbecue, Tapas / Small Plates",Casual Elegant,Business Casual,You are the chef!!!,"Banquet, Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Private Room, Takeout, View, Wheelchair Access, Wine",Japanese,1,1,1,1,False,4,True,3/24/2007,5237.0,0.46152377315256826
Porter House Bar and Grill,https://www.opentable.com/r/porter-house-bar-and-grill-new-york,1,False,3,4930,4.8,4.8,4.8,4.8,4.3,Moderate,94.0,Midtown West,"American, Steakhouse, Seafood",Casual Elegant,Smart Casual,Michael Lomonaco,"Banquet, Bar Dining, Bar/Lounge, Beer, BYO Wine, Corkage Fee, Full Bar, Late Night, Non-Smoking, Private Room, View, Weekend Brunch, Wheelchair Access, Wine",American,0,0,0,0,False,0,False,2/12/2007,5277.0,0.934242941064999
Bocca Di Bacco (Theatre District - 45th St.),https://www.opentable.com/r/bocca-di-bacco-theatre-district-45th-st-new-york,1,False,1,2719,4.2,4.3,4.4,4.3,4.1,Moderate,100.0,Theater District / Times Square,"Italian, Sicilian, Bar / Lounge / Bottle Service",Casual Dining,Casual Dress,Kristin Sollenne,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Takeout, Weekend Brunch, Wine",Italian,1,0,1,1,False,3,True,1/13/2007,5307.0,0.5123421895609572
Bobby Van's Park Avenue - 'The Original',https://www.opentable.com/r/bobby-vans-park-avenue-the-original-new-york,1,False,2,1396,4.8,4.7,4.7,4.5,4.2,Moderate,100.0,Midtown East,"Steakhouse, American",Casual Elegant,Business Casual,Nile Medford,"Bar/Lounge, Beer, Cocktails, Full Bar, Non-Smoking, Private Room, Takeout, View, Wheelchair Access, Wine",Steakhouse,1,1,1,1,False,4,True,10/25/2007,5022.0,0.27797690163281563
Bobby Van's Grill - 50th Street,https://www.opentable.com/r/bobby-vans-grill-50th-street-new-york,1,False,2,2210,4.2,4.2,4.2,4.0,4.0,Moderate,88.0,Theater District / Times Square,"Steakhouse, American, Seafood",Casual Dining,Business Casual,Eddie,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, Happy Hour, Non-Smoking, Private Room, Wheelchair Access, Wine",Steakhouse,1,1,1,1,False,4,True,2/1/2007,5288.0,0.4179273827534039
Papillon Bistro and Bar,https://www.opentable.com/papillon-bistro-and-bar,1,False,2,463,4.1,4.2,3.9,4.0,3.9,Moderate,,Midtown East,"Bistro, French",Casual Dining,Smart Casual,Rogelio Martinez,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Entertainment, Full Bar, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Bistro,1,1,1,1,False,4,True,3/10/2008,4885.0,0.0947799385875128
Scalini Fedeli,https://www.opentable.com/scalini-fedeli-new-york,1,False,3,2648,4.9,4.9,4.8,4.8,4.6,Moderate,100.0,TriBeCa - Downtown,Italian,Fine Dining,Smart Casual,Michael Cetrulo,"Corkage Fee, Full Bar, Private Room, Wine",Italian,0,0,0,0,False,0,False,4/23/2007,5207.0,0.508546187824083
Smith & Wollensky - New York,https://www.opentable.com/r/smith-and-wollensky-new-york,1,False,2,8165,4.6,4.6,4.7,4.6,4.3,Moderate,88.0,Midtown East,"Steakhouse, Steak, American",Casual Elegant,Business Casual,Elman Gallardo,"Banquet, Bar/Lounge, Beer, Beer Garden, Cafe, Chef's Table, Cigar Room, Cocktails, Corkage Fee, Counter Seating, Delivery, Fireplace, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Wheelchair Access, Wine",Steakhouse,0,0,0,0,False,0,False,7/21/2006,5483.0,1.489148276490972
Quality Meats,https://www.opentable.com/r/quality-meats-new-york,1,False,2,8375,4.7,4.7,4.7,4.7,4.3,Moderate,95.0,Midtown West,"Steakhouse, American, Steak",Casual Elegant,Business Casual,Craig Koketsu,"Banquet, Bar/Lounge, Beer, Beer Garden, Cafe, Chef's Table, Cigar Room, Cocktails, Corkage Fee, Counter Seating, Fireplace, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, View, Wine",Steakhouse,0,0,0,0,False,0,False,1/16/2007,5304.0,1.578996983408748
Cafe d'Alsace,https://www.opentable.com/r/cafe-dalsace-new-york,1,False,2,2328,4.6,4.6,4.5,4.5,4.2,Moderate,96.0,Upper East Side,"French, German, Bistro",Casual Dining,Casual Dress,Chef Philippe Roussel ,"Bar/Lounge, Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1,False,4,True,12/30/2006,5321.0,0.4375117459124225
Kellari Taverna,https://www.opentable.com/r/kellari-taverna-new-york,1,False,2,6132,4.6,4.5,4.5,4.6,4.3,Moderate,92.0,Theater District / Times Square,"Greek, Mediterranean, Seafood",Casual Elegant,Smart Casual,,"Banquet, Bar/Lounge, Beer, BYO Wine, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Greek,1,1,1,1,False,4,True,7/6/2007,5133.0,1.1946230274693161
Barbounia,https://www.opentable.com/barbounia,1,False,2,3120,4.6,4.7,4.4,4.6,4.2,Moderate,91.0,Gramercy / Flatiron,"Mediterranean, Israeli, Greek",Casual Dining,Business Casual,Amitzur Mor,"Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mediterranean,0,0,0,0,False,0,False,10/16/2006,5396.0,0.5782060785767235
Frankie & Johnnie's Steakhouse - Manhattan,https://www.opentable.com/frankie-and-johnnies-steakhouse-manhattan,1,False,2,1712,4.7,4.7,4.8,4.6,4.4,Moderate,100.0,Midtown West,"Steak, Steakhouse, American",Casual Dining,Business Casual,,"Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Fireplace, Full Bar, Non-Smoking, Private Room, Takeout, Wine",Steak,0,0,0,0,False,0,False,7/27/2007,5112.0,0.3348982785602504
Ammos Estiatorio,https://www.opentable.com/r/ammos-estiatorio-new-york,1,False,2,0,,,,,,,,Midtown East,"Seafood, Greek, Mediterranean",Casual Elegant,Smart Casual,Bruno Marino,"Banquet, Bar Dining, Bar/Lounge, Beer, BYO Wine, Cafe, Chef's Table, Corkage Fee, Dancing, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Private Room, View, Weekend Brunch, Wheelchair Access, Wine",Seafood,0,0,0,0,False,0,False,,,0.0
